"sample_id","idx1","idx2","idx3","idx4","idx5","idx6","idx7","idx8","idx9","idx10","cutree.clusters..h...2.4."
"APO-posterior-_2",1,0.266266922541872,0.1760011137159,0.165502799956611,0.0857494286042144,0,0.103779692515581,0.208352614673531,0.0716633775558454,0.171484628874037,1
"APO-posterior-_3",1,0.326784604590727,0.401329942337073,0.403249479249045,0.210463324523743,0.175128374188599,0.0932577867761546,0.0634017453354653,0,0.124493887434601,1
"APO-posterior-_4",1,0.301985579061468,0.156996091980651,0.153069953661029,0.167763907530395,0.123943201061443,0.0811497374406581,0.0374827380264231,0,0.00367379441291217,1
"APO-medial-1_0",1,0.981170744878266,0.299052971924334,0.125115966302523,0.082638361781622,0.0688087455765959,0.0623427086047698,0.0277833726283076,0,0.00505977431719076,1
"APO-medial-1_1",1,0.740658512920331,0.294551493526018,0.121972616839841,0.0888573618222108,0.0648223485435761,0.0419629844126173,0.0172547914561493,0,0.0403317701020277,1
"APO-medial-1_2",1,0.925332262235444,0.925590783630747,0.593220219726335,0.195722613835279,0.132802737791874,0.0879333494122134,0.05470918490394,0.00393997828394659,0,1
"APO-medial-1_3",0.607436134935233,0.837982475057156,1,0.787915725076962,0.126259966131074,0.0819972282433951,0.0394368100099591,0.0160465658394716,0.00478234931536824,0,1
"APO-medial-1_4",0.878441874277578,1,0.996462660141543,0.595493612578975,0.215486235373308,0.129438216405156,0.0880936782175949,0.0624520093023648,0.0116939440810603,0,1
"GAOX1-medial-2_0",0.572823138890042,0.47999459788212,0.493778242493679,0.97998341438614,1,0.68636321660378,0.788487370258859,0.674087914986595,0.654590968350479,0,2
"GAOX1-medial-2_1",0.672904540689361,0.640420054486345,0.939345605207157,1,0.927235390927266,0.843065731920117,0.735730113025817,0.574250613242154,0.125820530258506,0,2
"GAOX1-medial-2_2",0.843235617992251,0.507191995215229,0.576389963014392,0.722885163753755,1,0.984381061050171,0.657576393454529,0.366621719242468,0.0920118697511636,0,2
"GAOX1-medial-2_3",0.526397913277131,0.554323820205258,1,0.769101336969316,0.52984520794733,0.427094939306867,0.491519718617804,0.468588580285149,0.114308895950801,0,2
"GAOX1-medial-2_4",0.67308229373022,0.677165426323264,1,0.941178288913868,0.837131936720987,0.82837119755728,0.738004603409529,0.724965575537212,0.25869125692006,0,2
"PFAk-GAOX1-anterior-_0",1,0.560377519919695,0.390289034712103,0.294431523045866,0.182637871915427,0.0888475885825349,0.0451215650797239,0.0218193401076132,0,0.0099915456142984,1
"PFAk-GAOX1-anterior-_1",0.540744541555138,0.622745025558391,1,0.452282296574555,0.156346207884266,0.0721489688790378,0.0371009406725283,0.0153008069977241,0,0.031806682989793,1
"PFAk-GAOX1-anterior-_2",0.661063915623762,0.671518960661476,1,0.689893033093816,0.217483312763087,0.106498703660302,0.0541505040400679,0.0197266309249497,0,0.0283514193957366,1
"PFAk-GAOX1-anterior-_3",0.744155962477345,1,0.904807923504096,0.182576263235905,0.0716100768686726,0.0349806390560019,0.0136005667196289,0.00716088342865773,0,0.00739845836861752,1
"PFAk-GAOX1-anterior-_4",0.784402030346823,0.746283270390324,0.569210595433152,0.446315141591289,0.43527558614072,1,0.272381119027578,0.0457239282783875,0,0.0409080468845621,2
"PFAk-GAOX1-medial-_0",1,0.907211790194198,0.224011909255791,0.106577156295532,0.052758684388755,0.0256272723815523,0.00103501527508752,0,0.0108846913054363,0.123224877679793,1
